text,cleaned1
"@ruiginting.93 Bang, kalau orang A nyolong motor terus kamu bilang 'lah itu orang B juga nyolong sapi, kok diem?', itu bukan pembelaan, tapi pengalihan. Kita sedang bahas orang A dulu. Kalau orang B juga salah, ya kita proses juga. Tapi satu kesalahan gak bisa dijadikan pembenar buat kesalahan lain. Korupsi itu bukan lomba siapa yang paling banyak rugiin negara. Semua yang salah, harus diusut. Tapi jangan sampai karena yang lain belum kena, yang ini jadi dibiarkan.",bang kalau orang a mencuri motor terus kamu bilang lah itu orang b juga mencuri sapi kok diam itu bukan pembelaan tapi pengalihan kita sedang bahas orang a dulu kalau orang b juga salah iya kita proses juga tapi satu kesalahan tidak bisa dijadikan pembenar buat kesalahan lah korupsi itu bukan lomba siapa yang paling banyak merugikan negara semua yang salah harus diusut tapi jangan sampai karena yang lah belum kena yang ini jadi dibiarkan
"@la_aryaaa beliau tidak di dapati aliran dana tidak di dapati niat tapi karna kebutuhan mendesak akhirnya beliau keseret buat masyarakat indo coba pelajarin tentang diskresi lebih mendalam agar lebih paham letak salahnya beliau, saya bukannya sipaling tau tapi temen saya sedang mengangkat judul skripsi diskresi dan setelah melihat kasus tom ini saya langsung paham letak kesalahn beliau dimana",beliau tidak di dapati aliran dana tidak di dapati niat tapi karena kebutuhan mendesak akhirnya beliau keseret buat masyarakat indonesia coba pelajari tentang diskresi lebih mendalam agar lebih paham letak salahnya beliau saya bukannya sipaling tahu tapi teman saya sedang mengangkat judul skripsi diskresi dan setelah melihat kasus tom ini saya langsung paham letak kesalahn beliau dimana
Semoga pak hakim terlaknat pak 🙌,semoga pak hakim terlaknat pak
"@alivyrich kalo yang suruh tetap melaju saat sedang lampu merah itu bos nya si supir gimana ? soalnya kata pak tom “bahkan saat itu selain ada komando lintas menteri, dan komando langsung dari presiden”

ya ibarat supir pribadi, namun bosnya suruh gas teruss.
oh iya kalo dipengadilan, jika ada nama nama yg disebut, bukannya pasti dipanggil juga? ya minimal bersaksi lah.",kalau yang suruh tetap melaju saat sedang lampu merah itu bos nya sil supir bagaimana soalnya kata pak tom bahkan saat itu selain ada komando lintas menteri dan komando langsung dari presiden iya ibarat supir pribadi namun bosnya suruh gas terus oh iya kalau dipengadilan jika ada nama nama yang disebut bukannya pasti dipanggil juga iya minimal bersaksi lah
"@erick_supriadi_simanjuntak Nah, akhirnya ada yang paham juga wkwk. Padahal dia logical fallacy “whataboutism”",nah akhirnya ada yang paham juga tertawa padahal dia logical fallacy whataboutism
Respect. Salah satu orang cerdas yang sangat berani bicara. Dibilang salah satu karna lebih banyak yg diam @irwandiferry,respect salah satu orang cerdas yang sangat berani bicara dibilang salah satu karena lebih banyak yang diam
Padahal ada yg lebih dan selalu merugikan negara tp gak diapapain🥀,padahal ada yang lebih dan selalu merugikan negara tapi tidak diapapain
"@alivyrich ahh berarti kasusnya kayak sambo tuh yang nyuruh bawahan nya menembak. sambonya dipenjara, si anak buah nya yang nembak dipenjara. fair",ah berarti kasusnya kayak sambo itu yang menyuruh bawahan nya menembak sambonya di penjara sil anak buah nya yang metakan cinta di penjara adil
@alivyrich waktu dan tempat di persilahkan bang @irwandiferry penjelasan nya? Benarkah ini? Bagi kami yang tidak mengikuti tolong bang.,waktu dan tempat di persilahkan bang penjelasan nya benarkah ini bagi kami yang tidak mengikuti tolong bang
🔥,
"@supir_7hnm superman aja bang, biar di laser sama kekuatan matanya 🔥",superman saja bang biar di laser sama kekuatan matanya
Komennya di penuhin pendukung pak Anies yang terhormat🤭 oke ntar 2030 pak Anies yang jadi presiden pengen liat Indonesia gimana kalo di pimpin beliau🤭🤭🤭🤭apakah bakal seperti china?rusia?Amerika serikat?jepang?🤭,komennya di penuhin pendukung pak anies yang terhormat oke nanti pak anies yang jadi presiden ingin lihat indonesia bagaimana kalau di pimpin beliauapakah bakal seperti chinarusiaamerika serikatjepang
💔💔,
allammmaaakkkkk,allammmaaakkkkk
"Selama ini kita masih memaklumi pejabat yg sudah berusaha mengatasi masalah Negara meskipun blm berhasil, tp apa iya resikonya dijebloskan ke penjara? Terus gmn dg yg lain? Kenapa cuma Pak Tom saja? 🙄",selama ini kita masih memaklumi pejabat yang sudah berusaha mengatasi masalah negara meskipun belum berhasil tapi apa iya risikonya dijebloskan ke penjara terus bagaimana dengan yang lah kenapa cuma pak tom saja
💔🥀,
"Kalau setiap pelanggaran dibenarkan karena katanya disuruh atasan, maka semua koruptor tinggal bilang 'saya cuma disuruh'. Habis itu semua cuci tangan. Lah terus hukum buat apa? Penjara jadi kosong dong",kalau setiap pelanggaran dibenarkan karena katanya disuruh atasan maka semua koruptor tinggal bilang saya cuma disuruh habis itu semua cuci tangan lah terus hukum buat apa penjara jadi kosong dong
Cokkkkk!!!,cokkkkk
"Tenang pak @tomlembong Kita luka hari ini mereka luka selamanya "" 🔥""",tenang pak kita luka hari ini mereka luka selamanya
Rip keadilan🥀,rip keadilan
"pengalihan isu gsi biar bnyak yg bahas om tom ini biar mafia dilupain wkwk seblumnya kan gitu juga pengalihannya""",pengalihan isu gsi biar banyak yang bahas om tom ini biar mafia dilupakan tertawa seblumnya kan begitu juga pengalihannya
"Kasus Sambo itu pembunuhan langsung, eksekusi fisik. Makanya yang nyuruh dan yang nembak dihukum. Nah, kasus korupsi beda. Ini soal siapa yang mengambil keputusan dan siapa yang menikmati keuntungan. Kalau bawahan dikasih wewenang dan ternyata menyalahgunakan, dia juga bisa dihukum...Apalagi kalau dia memperkaya pihak tertentu. Jadi fokusnya bukan siapa nyuruh, tapi siapa yang ambil untung dan langgar hukum",kasus sambo itu pembunuhan langsung eksekusi fisik makanya yang menyuruh dan yang metakan cinta dihukum nah kasus korupsi beda ini soal siapa yang mengambil keputusan dan siapa yang menikmati keuntungan kalau bawahan kasih wewenang dan ternyata menyalahgunakan dia juga bisa dihukumapalagi kalau dia memperkaya pihak tertentu jadi fokusnya bukan siapa menyuruh tapi siapa yang ambil untung dan langgar hukum
@agungmbrk masyarakat gampang ke distrack wkwk,masyarakat mudah ke distrack tertawa
🥀,
"Orang baik selalu di cari kesalahannya, dan orang jahat selalu di lindungi dan menjadi penguasa",orang baik selalu di cari kesalahannya dan orang jahat selalu di lindungi dan menjadi penguasa
"@alivyrich nonton persidangan sampai akhir kah masnya? Bukannya kasus bayar kemahalan ini sudah dibantah dengan fakta kalau hatha yang dibayar itu justru dibawah harga lelang nasional? Justru dengan dapat harga dibawah harga lelang nasional malah berhemat jatuhnya. Tapi nyatanya fakta itu dikesampingkan hakim? Masnya ga ngerasa janggal kah? Semua bukti dan fakta seakan akan di brushoff tanpa penyelidikan lanjut, saksi kunci yang disebut dipersidangan kenapa ga dipanggil? Yang mulia jokowi yang punya andil kenapa ga dipanggil? Anda boleh kalau mau oposisi, tapi tanyakan hati nurani anda kalau hukum sudah dipermainkan seperti ini",menonton persidangan sampai akhir kah masnya bukannya kasus bayar kemahalan ini sudah dibantah dengan fakta kalau hatha yang dibayar itu justru di bawah harga lelang nasional justru dengan dapat harga di bawah harga lelang nasional bahkan berhemat jatuhnya tapi nyatanya fakta itu dikesampingkan hakim masnya tidak kerasa janggal kah semua bukti dan fakta seakan akan di brushoff tanpa penyelidikan lanjut saksi kunci yang disebut dipersidangan kenapa tidak dipanggil yang mulia jokowi yang punya andil kenapa tidak dipanggil anda boleh kalau mau oposisi tapi tanyakan hati nurani anda kalau hukum sudah dipermainkan seperti ini
😢,
@diaryiman 😓😓😓😓,
@unknowwwww23_ goblok mentok lo kont0l,bodoh mentok kamu kontl
Rip negeriku 🥀🥀💔,rip negeriku
Menuju Indonesia Cemas 2045😢,menuju indonesia cemas
😢,
Ini bukan lagi indonesia nyatanya semakin lama semakin bobrok,ini bukan lagi indonesia nyatanya semakin lama semakin bobrok
Ga sehat ini negara 🥀,tidak sehat ini negara
🥀,
🥀,
@yayafaraa se7,se
Koruptor di bela ndeng gendeng,koruptor di bela ndeng gendeng
😢💔🥀,
#RestinpeaceKEADILAN,
@kejaksaan.ri KOCAK LU PADA. GA BISA KERJA BENER APA?!,mencari kocak kamu pada tidak bisa kerja benar apa
#savetomlembong,
jokowi tuhanku gibran presidenku,jokowi tuhanku gibran presidenku
kasian hakimnya.. ga bisa ngapa ngapain juga kecuali nurut..,kasihan hakimnya tidak bisa apa sedang apa juga kecuali ikut
@albyrahmansyah kawal abang,kawal abang
Padahal kan itu di suruh ya gak sis bro?  Tpi kok....,padahal kan itu di suruh iya tidak sis saudara laki laki tapi kok
💔🥀,
Pejuang Rezim nya pada “sakit” sihhhhh 🥀,pejuang rezim nya pada sakit sihhhhh
"TOM itu terbukti MENS REA, Ngasih izin ke perusahaan non BUMN, dan bukan hanya soal izin, tapi memberikan kelebihan pembayaran yang memperkaya orang lain dan merugikan negara. Menurut Majelis perolehan kelebihan kepada PT. Angle Product, PT. Makasar Tene, PT. Sentra Usaha, PT.  Medan Sugar Industri, PT. Permata Dunia Sukses Utama, PT.  Andalan Furnindo, PT. Duta Sugar Internasiona, PT.  Berkah Manis Makmur. Seluruhnya berjumlah Rp. 172,727 Milyar dan Kebun Tebu Mas berjumlah Rp.  21,99 Milyar didasari atas perbuatan secara melawan hukum""""",tom itu terbukti menstruasi rea memberikan izin ke perusahaan non badan usaha milik negara dan bukan hanya soal izin tapi memberikan kelebihan pembayaran yang memperkaya orang lah dan merugikan negara menurut majelis perolehan kelebihan kepada pt angle produk pt makassar tene pt sentra usaha pt medan sugar industri pt permata dunia sukses utama pt andalan furnindo pt duta sugar internasiona pt berkah manis makmur seluruhnya berjumlah rupiah milyar dan kebun tebu mas berjumlah rupiah milyar didasari atas perbuatan secara melawan hukum
gtau dh gw capek,tidak tahu sudah saya cape
RIP Keadilan 🥀🥀🥀,rip keadilan
"Ya krn ngga berdasar mbak okta 😂 gelar perkara aja ngga bs ngebuktiin apa2. Masa saya harus terima opini yg ngalur ngidul begitu. Saya terima opini kamu bagian “jokowi beserta jajarannya dan yg bersangkutan lainnya jg perlu diadili” tapi diluar itu ngga punya dasar yg kuat jd gmn mgkn saya bs terima, orang hakim aja ngga bs ngebuktiinnya 😮‍💨",iya karena tidak berdasar kakak okta gelar perkara saja tidak bisa membuktikan apa masa saya harus terima opini yang ngalur ngidul begitu saya terima opini kamu bagian jokowi beserta jajarannya dan yang bersangkutan lainnya juga perlu diadili tapi di luar itu tidak punya dasar yang kuat jadi bagaimana mungkin saya bisa terima orang hakim saja tidak bisa ngebuktiinnya
"@alivyrich Dengan sadar dia memberi izin impor gula yang melanggar ketentua, ACTUS REUS + MENS REA TERPENUHI"". Jadi dia dijatuhi hukuman ya wajar saja. KORUPSI BUKAN HANYA TENTANG MENIKMATI UANG YANG DIAMBIL DARI RAKYAT,  TAPI TERMASUK JUGA MEMBUAT KERUGIAN. Dasar hukumnya UU TIPIKOR, UU NO 31 TAHUN 1999 PASAL 3""",dengan sadar dia memberi izin impor gula yang melanggar ketentua actus reus menstruasi rea terpenuhi jadi dia dijatuhi hukuman iya wajar saja korupsi bukan hanya tentang menikmati uang yang diambil dari rakyat tapi termasuk juga membuat kerugian dasar hukumnya undang undang tipikor undang undang no tahun pasal
"@alivyrich KORUPTOR MASIH AJA DIBELA, ANEH STANDAR GANDA",koruptor masih saja dibela aneh standar ganda
🥀,
"@rantiamalia_p TOM itu terbukti MENS REA, Ngasih izin ke perusahaan non BUMN, dan bukan hanya soal Izin, tapi memberikan kelebihan pembayaran yang memperkaya orang lain dan merugikan negara. Menurut Majelis perolehan kelebihan kepada PT. Angle Product, PT. Makassar Tene, PT. Sentra Usaha, PT. Medan Sugar Industri, PT. Permata Dunia Sukses Utama, PT. Andalan Furnindo, PT. Duta Sugar Internasiona, PT. Berkah Manis Makmur. Seluruhnya berjumlah Rp. 172,727 Milyar dan Kebun Tebu Mas berjumlah Rp. 21,99 Milyar didasari atas perbuatan secara melawan hukum""",tom itu terbukti menstruasi rea memberikan izin ke perusahaan non badan usaha milik negara dan bukan hanya soal izin tapi memberikan kelebihan pembayaran yang memperkaya orang lah dan merugikan negara menurut majelis perolehan kelebihan kepada pt angle produk pt makassar tene pt sentra usaha pt medan sugar industri pt permata dunia sukses utama pt andalan furnindo pt duta sugar internasiona pt berkah manis makmur seluruhnya berjumlah rupiah milyar dan kebun tebu mas berjumlah rupiah milyar didasari atas perbuatan secara melawan hukum
🥀,
"@andis_072 TOM itu terbukti MENS REA, Ngasih izin ke perusahaan non BUMN, dan bukan hanya soal Izin, tapi memberikan kelebihan pembayaran yang memperkaya orang lain dan merugikan negara. Menurut Majelis perolehan kelebihan kepada PT. Angle Product, PT. Makassar Tene, PT. Sentra Usaha, PT. Medan Sugar Industri, PT. Permata Dunia Sukses Utama, PT. Andalan Furnindo, PT. Duta Sugar Internasiona, PT. Berkah Manis Makmur. Seluruhnya berjumlah Rp. 172,727 Milyar dan Kebun Tebu Mas berjumlah Rp. 21,99 Milyar didasari atas perbuatan secara melawan hukum""",tom itu terbukti menstruasi rea memberikan izin ke perusahaan non badan usaha milik negara dan bukan hanya soal izin tapi memberikan kelebihan pembayaran yang memperkaya orang lah dan merugikan negara menurut majelis perolehan kelebihan kepada pt angle produk pt makassar tene pt sentra usaha pt medan sugar industri pt permata dunia sukses utama pt andalan furnindo pt duta sugar internasiona pt berkah manis makmur seluruhnya berjumlah rupiah milyar dan kebun tebu mas berjumlah rupiah milyar didasari atas perbuatan secara melawan hukum
"@fitriaresturamadhanny TOM itu terbukti MENS REA, Ngasih izin ke perusahaan non BUMN, dan bukan hanya soal Izin, tapi memberikan kelebihan pembayaran yang memperkaya orang lain dan merugikan negara. Menurut Majelis perolehan kelebihan kepada PT. Angle Product, PT. Makassar Tene, PT. Sentra Usaha, PT. Medan Sugar Industri, PT. Permata Dunia Sukses Utama, PT. Andalan Furnindo, PT. Duta Sugar Internasiona, PT. Berkah Manis Makmur. Seluruhnya berjumlah Rp. 172,727 Milyar dan Kebun Tebu Mas berjumlah Rp. 21,99 Milyar didasari atas perbuatan secara melawan hukum""",tom itu terbukti menstruasi rea memberikan izin ke perusahaan non badan usaha milik negara dan bukan hanya soal izin tapi memberikan kelebihan pembayaran yang memperkaya orang lah dan merugikan negara menurut majelis perolehan kelebihan kepada pt angle produk pt makassar tene pt sentra usaha pt medan sugar industri pt permata dunia sukses utama pt andalan furnindo pt duta sugar internasiona pt berkah manis makmur seluruhnya berjumlah rupiah milyar dan kebun tebu mas berjumlah rupiah milyar didasari atas perbuatan secara melawan hukum
"@rifqiyudv TOM itu terbukti MENS REA, Ngasih izin ke perusahaan non BUMN, dan bukan hanya soal Izin, tapi memberikan kelebihan pembayaran yang memperkaya orang lain dan merugikan negara. Menurut Majelis perolehan kelebihan kepada PT. Angle Product, PT. Makassar Tene, PT. Sentra Usaha, PT. Medan Sugar Industri, PT. Permata Dunia Sukses Utama, PT. Andalan Furnindo, PT. Duta Sugar Internasiona, PT. Berkah Manis Makmur. Seluruhnya berjumlah Rp. 172,727 Milyar dan Kebun Tebu Mas berjumlah Rp. 21,99 Milyar didasari atas perbuatan secara melawan hukum""",tom itu terbukti menstruasi rea memberikan izin ke perusahaan non badan usaha milik negara dan bukan hanya soal izin tapi memberikan kelebihan pembayaran yang memperkaya orang lah dan merugikan negara menurut majelis perolehan kelebihan kepada pt angle produk pt makassar tene pt sentra usaha pt medan sugar industri pt permata dunia sukses utama pt andalan furnindo pt duta sugar internasiona pt berkah manis makmur seluruhnya berjumlah rupiah milyar dan kebun tebu mas berjumlah rupiah milyar didasari atas perbuatan secara melawan hukum
🥀🥀,
"Pertanyaan siapa yg mau menjadi pejabat di negara ini?? Jawabannya adalah mereka yg bisa satu komando, sebab ketika mereka pejabat berpihak pada pimpinan tertinggi meskipun dzolim maka hukum tidak akan berlaku bagi sekawanan pendukung pimpinan.. Kukira Indonesia sakit kemarin2, ternyata hari ini mati hukum keadilan nya""🥀 miris sekali hidup di  era membunuh yang baik dan jujur, dan memupuk yg jahat dan dzolim, naudzubillah himindzalik, semoga gusti Allah segera kasih paham kepada para penguasa dzolim dan mata duitan di negeri ini.. #ripjustice #justicefortomlembong #justiceforadp #aryadarupangayunan""",pertanyaan siapa yang mau menjadi pejabat di negara ini jawabannya adalah mereka yang bisa satu komando sebab ketika mereka pejabat berpihak pada pimpinan tertinggi meskipun zalim maka hukum tidak akan berlaku bagi sekawanan pendukung pimpinan aku kira indonesia sakit kemarin ternyata hari ini mati hukum keadilan nya miris sekali hidup di era membunuh yang baik dan jujur dan memupuk yang jahat dan zalim naudzubillah himindzalik semoga gusti allah segera kasih paham kepada para penguasa zalim dan mata duitan di negeri ini
Emang negara kita menganut ekonomi Pancasila ya ?,memang negara kita menganut ekonomi pancasila iya
🥀,
"Anehnya yg bener korupsi malah di biarin aja.""",anehnya yang benar korupsi bahkan di biarkan saja
Okta menghilang dari line 💔,okta menghilang dari line
🥀💔,
"@prabowo anda bertanggung jawab , klw bisa jangan makan dlu klw kasus ini blu kelar ❤️",anda bertanggung jawab kalau bisa jangan makan dulu kalau kasus ini blu selesai
