text,cleaned
"@ridzki yang berpendidikan dan berintegritas masuk penjara.. negara dipimpin sama yang ijazah nembak dan ngurusin second account medsos, plus ga boleh video call dan voice call WA rakyatnya 😂",didik integritas masuk penjara negara pimpin ijazah meta cinta urus second akun media sosial plus video telepon suara telepon wa rakyat
😂😂😂😂😂...,
Kira2 uang korupsinya kemana?,kira uang korupsi
#kamibersamatomlembong #,
💔💔😭,
Supaya Terjaga lingkaran setan,jaga lingkar setan
@tomlembong kuat kuat pak🌻,kuat kuat pak
"@lionel.dirga waduh bang, ternakan lu pada di tiktok, pindah aja sana ke tiktok, ig tempat orang-orang akal sehat aja dahh",dirga bang terna tiktok pindah tiktok instagram tempat orangorang akal sehat dah
"@lionel.dirga sekelas hotman paris aja pengacara kondang merasakan hal jengkel dalam persidangan, banyak pengamat maupun orang-orang cerdas yang mengikuti persidangannya merasa jengkel dengan keputusan yang tidak semestinya, sekelas rocky gerung, hotman paris, dan pengacara kondang lainnya, lah lu siapa anjirr",dirga kelas hotman paris acara kondang rasa jengkel sidang orangorang cerdas ikut sidang rasa jengkel putus mesti kelas rocky gerung hotman paris acara kondang anjir
buat TAGAR DARURAT PENGADILAN INDONESIA,tagar darurat adil indonesia
Atur aja pak bagusnya seperti apa...😂😂😂,atur pak bagus
🥀🥀🥀,
🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀,
The photography!🔥🔥🔥 @hariankompas,the photography
#justicefortomlembong,
@prabowo @gibran_rakabuming,
😢😢😢,
NEGARA SEDANG MENYUSUN NERAKA 🔥,negara susun neraka
@muhammad_elghifari77 adili presiden pertama yg mampu buat jalan di Papua maksut km? Gitu!??,adil presiden pertama jalan papua maksud
@kavierrrrr_ iaaa aneh tenan,iaaa aneh benar
@toyo_70974 yah at least yg korupsi  diadili lah,ya at least korupsi adil
@r1zky_b58 ini jg harus diadili! Harus!,adil
🗿,
"Kami rakyat yang lemah, pengecut, dan penakut. Suara kami hanya berani bergema di balik layar ponsel, hanya bisa berkoar di media sosial seperti bayangan yang takut pada cahaya. Kami tahu hukum Newton, jika ada aksi, maka ada reaksi, tapi kami bahkan tak punya nyali untuk bergerak.
Kami hanyalah bangsa penakut. Gus Dur benar, kami adalah bangsa pengecut yang tidak pantas disebut merdeka. Mata kami buta, telinga kami tuli, melihat orang yang tidak bersalah dipenjara dengan kasus yang busuk dan tak jelas.
Saya merasa hina. Untuk apa saya bersekolah bertahun-tahun, mempelajari PKN, sosial, dan hukum, jika pada akhirnya saya hanya jadi pecundang yang membiarkan orang jujur terhukum? Apa artinya semua ilmu itu, jika keberanian tak pernah lahir dari dada ini?
Semua itu omong kosong. Maafkan saya, Pak Lembong, maafkan kami rakyat yang terlalu kecil untuk melawan, terlalu penakut untuk menegakkan kebenaran.",rakyat lemah kecut takut suara berani gema balik layar ponsel koar media sosial bayang takut cahaya tahu hukum newton aksi reaksi punya nyali untuk gerak bangsa takut gus dur benar bangsa kecut sebut merdeka mata buta telinga tuli lihat orang salah penjara kasus busuk jelas rasa hina untuk sekolah bertahuntahun ajar pkn sosial hukum akhir jadi cundang biar orang jujur hukum arti ilmu berani lahir dada omong kosong maaf pak lembong maaf rakyat untuk lawan takut untuk tegak benar
Smile.....,smile
"@uniquecio setelah lihat profil, buzzer ternyata ..",lihat profil buzzer nyata
💔🥀,
Meanwhile harvey gimana tuh?!?!,meanwhile harvey
Secepatnya aaamin,cepat amin
🌼Jasa pembuatan cv menarik dan surat lamaran kerja sudah banyak panggilan kerjanya kak cek ig @fera_ratucv 🌼cvnya hanya 15k saja 👍🏻,jasa cv tarik surat lamar kerja panggil kerja kak cek instagram cvnya
Hanya Tuhan hakim yang mahaadil,tuhan hakim mahaadil
Enak makan dan tidurnya pak @jokowi ?,enak makan tidur pak
Foto ter keren,foto ter keren
****** and ****** when? Kalau bisa seumur hidup,and when umur hidup
@diyonmandiri ga ngikutin bang gmna emg??di goa ga ada tv/intrrnet💀yg prlu di sensi dr koruptor apa bang??😂😂,ikut bang emgdi gua tvintrrnetyg perlu sensitif koruptor bang
😢😢,
"SESUAI PESANAN, TIDAK LEBIH DAN TIDAK KURANG 🔥🔥🔥",sesuai pesan kurang
Diadili di akhirat kak,adil akhirat kak
Kenapa tuntutannya 7 tahun? Mungkin karena pesanan presiden ke 7 😬,tuntut tahun pesan presiden
"@hariankompas tolong direvisi BEKAS, lu pikir barang, lebih tepat mantan.",tolong revisi bekas pikir barang tepat mantan
wow,
Hakim dzalim balasannya gak cuma di akhirat. Allah tidak tidur 🙌,hakim zalim balas akhirat allah tidur
@ridzki biar gabisa ikut dukung calon lain dan speak up di next election,biar ikut dukung calon speak up lanjut election
@uniquecio asal nyerocos biar keliatan pinter sayangnya lawan bicara lu ga se-illiterate elu😂,asal cerocos biar lihat pintar sayang lawan bicara seilliterate
KABARIN KALO HAKIMNYA KENA AZAB,kabar hakim kena azab
@uniquecio read news. It’s everywhere bro,read news everywhere saudara laki laki
Pimpinan nya yg memberi arahan kok gak di tersangkakan juga????,pimpin beri arah sangka
we stand for tom lembong,we stand for tom lembong
RIP Keadilan,rip adil
"Senyumnya adalah isyarat, isyarat kepada semua orang bahwa tidak ada kegelisahan dan penyesalan untuk orang jujur dan benar 🔥",senyum isyarat isyarat orang gelisah sesal untuk orang jujur benar
"Mukanya pak Tom kek ga bersalah atau nyesel. Imo kemungkinannya cuma 2, oranya bermasalah atau memang ga bersalah.",muka pak tom kayak salah sesal imo oranya masalah salah
Semoga ada jalan lain utk 4th 6bln ..,moga jalan untuk tahun bulan
"The best everyone hukum konoha, so enjoy😊 pak Tom Lembong,sehat selalu ..",the baik everyone hukum konoha sok enjoy pak tom lembong sehat
Jokowi kapan?!!,jokowi
"@yan_martiansach lah sipalinh bersih, tp ente beneran hubbul wathon minal iman bukan minal tambang kan?",sipalinh bersih benar hubbul wathon mal iman mal tambang
@adht7 dan akan masuk dan kekal di kerak neraka Aamiin,masuk kekal kerak neraka amin
dolo jadi menteri ga sehebong banget...,jadi menteri sehebong banget
Sekeluarga gatau diri 😂😂,keluarga tau
Masih ada Riza Chalid yg belum masuk pengadilan...,riza chalid masuk adil
@nindanarassati tapi kak beliau dengan remisi dan pembebasan bersyarat bakal bebas sekitar tahun 2028 kok setahun sebelum pilpres..,kak beliau remisi bebas syarat bakal bebas tahun tahun pilih presiden
"Kok gak ada embel-embel karena di berkata jujur dan berprilaku baik maka putusan dibebaskan"" oh iya lupa itu berlaku kalo hakim Nerima kerta dulu ua😂😂😂""",embelembel kata jujur berprilaku baik putus bebas oh iya lupa laku hakim terima kerta ua
serem juga ya ni pemerintahan,seram iya perintah
"😬 : temen temen, kita ambil posisi foto kayak pas itu ya. Satu...dua..tigaa 📸""""",teman teman ambil posisi foto kayak pas iya satuduatigaa
kim kim,kim kim
@dindasoez  biarkan jalur langit yg bekerja 🔥🔥🔥🔥,biar jalur langit kerja
"nadiem? apakabar? 😂, kocak ga sih pak? @prabowo",nadiem kabar kocak sih pak
"Anehnya hukum di negeri ini.. Hukuman pejabat yg tdk menikmati hasil korupsi sm dgn hukuman para koruptor yg menikmatinya. Klu apa yg dilakukan pak Tom mendapat hukuman hampir semua pejabat bisa dihukum. Cek kepala dinas, bupati, walikota, gubernur, DPR, dirjen, mentri & presiden!!",aneh hukum negeri hukum jabat nikmat hasil korupsi hukum koruptor nikmat laku pak tom hukum jabat hukum cek kepala dinas bupati wali kota gubernur dewan wakil rakyat direktur jenderal menteri presiden
Mau komen apa selain istighfar kalo baca berita ttg negeri ini. 😢,komen istighfar baca berita negeri
"#RIPJustice #SaveIndonesia #SaveTomLembong
 🥀",
Airlangga dan zulkifli hanya menguntungkan pengusaha dan merugikan negara pas menjabat menteri tapi mereka berdua tidak di perlakukan seperti tom lembong 🤔,airlangga zulkifli untung usaha rugi negara pas jabat menteri dua laku tom lembong
"Dua kata lucu Negara Demokrasi"".""",dua kata lucu negara demokrasi
Foto pertama ikonik,foto pertama ikonik
Lucu🔥👏🥀 #saveindonesia,lucu
@apana.zahra11 Yo Nda Tahu Ko Tanya Saya 😂😂😂😂,zahra iya tahu tanya
RI 2 pak 2029,cari pak
Wajah asli bangsa ini....😢,wajah asli bangsa
Pak Tom😢,pak tom
"Hanya tom Lembong, (bukan) koruptor yang dibela rakyat 👏",tom lembong koruptor bela rakyat
@dodyirawn_ kan mereka semua temen deket bang 🗿,teman bang
KASUS KORUPSI OPLOSAN PERTAMINA GIMANA KABARNYA YA YG MERUGIKAN HAMPIR 1000T SELAMA 5 TAHUN?,kasus korupsi oplos pertamina kabar iya rugi t tahun
Kompas di jalan yang benar 🔥,kompas jalan benar
Airlangga kasus minyak goreng?? Amannn😂😂😂,airlangga kasus minyak goreng amannn
Inilah politik 2029.semua lawan masukkan bui...ngeri,politik lawan masuk buingeri
Yg 300T ??,t
"Infokan Instagram bapak pakai baju batik yang di belakang tom Lembong dengan sign 👍, mau silahturahmi ke akun nya, di butuhkan secepatnya, sekian terima kasih 🙏",info instagram bapak pakai baju batik belakang tom lembong sign silahturahmi akun butuh cepat sekian terima kasih
fotonya keren,foto keren
damn…,damn
@khaidir_atjeh rakyat yg mana ?,rakyat
Kok banyak yg kasih semangat ya kalo baca komen?,kasih semangat iya baca komen
Stay strong pak Tom. Semoga selalu dilindungi Allah selama menjalani masa tahanan. Semoga yg dzalim segera mendapat balasannya. We stand with pak @tomlembong 🔥,tetap strong pak tom moga lindung allah jalan masa tahan moga zalim balas we stand pak
Gusti mboten sare!!!,gusti tidur
Pak @aniesbaswedan fotonya bisa pas gitu 😂,pak foto pas
😢😢,
#justicefortomlembong,
anglenya mirip yg di @kumparancom 👏👏👏,anglenya mirip
"@diyonmandiri coba kalo putusan hakim sesuai keinginanmu,komen kyk gini juga ga nih???😂😂",coba putus hakim sesuai komen
Pak Tom ada dalam doaku 🙏.,pak tom doa
Rip keadilan 🥀,rip adil
Pasti ada tumbal,tumbal
Ehm kapan kapan,ehm
info keringanan karena berperilaku sopan dan kooperatif saat pengadilan?,informasi ringan perilaku sopan kooperatif adil
💔💔💔💔💔,
"Orang Bajingan di wadahi, orang jujur dipenjara!!... itulah negri Konoha. Gotham Country.",orang bajing wadah orang jujur penjara negeri konoha gotham country
@followingthereformation biarin aj tar jg matlaw pelan2 kesiksa😂,biar matlaw pelan siksa
Geng solo aman😂,geng solo aman
@az.nomoto buzer bg ngapain di laden,nomoto buzzer abang laden
😢😢😢😢😢,
adili jokowi,adil jokowi
"hell nah dawg🤬🥹, neraka pak hakim",hell dawg neraka pak hakim
Adili Jokowi,adil jokowi
@lionel.dirga ikutin kasusnya ga bang? Atau cuma sensi aja karena oposisi yg ketangkep?,dirga ikut kasus bang sensitif oposisi ketangkep
penghasil keadilan...hehe,hasil keadilanhehe
"Dari gambar aja sudah menjelaskan hukum di negeri konoha skrg, pandangan org dibawah melihat hukum yg benar tumpul ke bawah. Sekelas pak tom yang mempunyai nama besar dan legalitas yng tinggi untuk Indonesia aja ditumpul kan hak hukumnya. Apalagi kita yang hanya manusia kerdil bagi penguasa🤏🏻.""",gambar jelas hukum negeri konoha pandang orang bawah lihat hukum benar tumpul bawah kelas pak tom punya nama besar legalitas tinggi untuk indonesia tumpul hak hukum manusia kerdil kuasa
Si budijudol gak dihukum? Kocak sia pada..!!!,sil budijudol hukum kocak
Alhamdulillah,alhamdulillah
"Ada banyak pesan tersirat di balik senyummu, Pak. Entah kecewa atau rela. Kebenaran pasti akan menemukan jalannya. ❤️",pesan sirat balik senyum pak kecewa rela benar temu jalan
potonya bagus sekali ❤️,foto bagus
Ngeri banget rezim ini yaa Allah,ngeri banget rezim ya allah
Harus belajar apalagi aku ini ! Apa Puncak dari belajar hukum adalah + : dan x !,ajar puncak ajar hukum x
Yang mustahil pun bisa jadi mungkin di negeri ini jir,mustahil jadi negeri anjing
"Potonya sangat mewakili setiap emosi, sehat selalu Pak Tom, TYME senantiasa melindungi.",foto wakil emosi sehat pak tom tyme senantiasa lindung
yg ngevonis biar pada kualat liatin aee !!,ngevonis biar kualat lihat
foto 🔥,foto
the whole case was a joke. Blatant abuse of power to silence the opposition,the whole kasus was a joke blatant abuse of power to silence the opposition
"Semangat terus mencintai Indonesia pak @tomlembong .. Ingat Allah tidak pernah tidur, yg jelas menzolimi akan menerima hukum seadilnya di akhirat nanti .. untuk bpk @jokowi terhormat, enjoy life while it last .. ditunggu pembalasan akhirat nanti y pak 🙌""",semangat terus cinta indonesia pak ingat allah tidur jelas menzolimi terima hukum adil akhirat untuk bapak hormat enjoy life it last tunggu balas akhirat ya pak
@dindasoez diamini jutaan rakyat indonesia semoga tuhan mendengar doa doa orng yg di dholimi,amin juta rakyat indonesia moga tuhan dengar doa doa orang zalim
keluar dari geng sana langsung dimasukin penjara :(,keluar geng langsung masuk penjara
bebaskan tom lembong.,bebas tom lembong
"Jelas² upaya melemahkan lawan sampai pemilu berikutnya, gini kalau next pemilu masih pilih yg ono sungguh terlalu!",jelas upaya lemah lawan pilih umum ikut lanjut pilih umum pilih ono sungguh
"Alhamdulillah udah divonis .. yawdah, tinggal dijalani saja 😂",alhamdulillah vonis ya tinggal jalan
@dindasoez seluruh rakyat yg terzolimi siap menjadi saksi di akhirat,rakyat zalim siap jadi saksi akhirat
Baru x ini ada terpidana korupsi diTangisi sama Rakyat 😢,baru x pidana korupsi tangis rakyat
kompas bagus bgt fotonya kak🔥🙌 #JusticeforTomLembong,kompas bagus banget foto kak
Auranya Beda ya sama foto mentri yg satunya 😂,aura beda iya foto menteri satu
Terus yang diperkayanya apakah di proses dan kena sentuhan hukum juga? 😫,terus kaya proses kena sentuh hukum
Giliran doni salmanan dimiskinan dan diberatkan hukuman yg kaya ginih 4 tahun doang bro👏,gilir doni salmanan miskin berat hukum kayak tahun doang saudara laki laki
Mantap.. Jalur anak mulyono menuju 2 periode aman,mantap jalur anak mulyono tuju periode aman
Momennya hampir barengan mulyono diumumkan sbg pejabat partai sebelah,momen bareng mulyono umum jabat partai belah
Biasa nya kasus Korupsi itu memperkaya diri sendiri tapi ini korupsi karena memperkaya orang lain.,kasus korupsi kaya korupsi kaya orang
@ridzki wah kok bisa cocok gitu ya ada apa gerangan ya,cocok iya gerangan iya
Salfok fotonya keren sekali 🔥,salah fokus foto keren
@amerioruci indeed mas,indeed mas
aku sing sare mas,sing tidur mas
#savetomlembong,
Orang bermasalah kok di bela ?? Masih mending 4.5 tahun harusnya seumur hidup 😂,orang masalah bela baik tahun umur hidup
"F*ck the harvard, the business, the ministry duty, the election.. this is your biggest move!! Against the tyranny!",fuck the harvard the business the ministry duty the election this is your biggest pindah against the tirani
Gusti Allah mboten sare. 🙏🏻,gusti allah tidur
Coba liat wajah bersih Pak Tom. Bandingin sama menkop. 😂,coba lihat wajah bersih pak tom banding menkop
You don't deserve this pak Tom 😢😢,do not deserve this pak tom
@ridzki kebetulan yang sangat kebetulan.,betul betul
"fk the law, FK EVERYTHING",fk the law fk everything
@def.risetiawan trus kamu mau bela apa?,risetiawan terus bela
Allah yang akan balas para orang2 yg tidak adil padamu dan rakyat Indonesia..,allah balas orang adil rakyat indonesia
Memalukan.,malu
Senyumnya bapakk😢,senyum bapakk
ts would fit as a rap album cover 🔥,tulis would fit as a rap album cover
"Dulu @jokowi semasa jadi presiden dengan gagah dan rasa bangga bilang TIDAK ADA MISI MENTRI YANG ADA MISI PRESIDEN KARENA MENTRI MEWAKILI PRESIDEN DALAM MELAKSANAKAN TUGASNYA., eeh begitu mentri nya bermasalah dia dengan santai tampa beban menjawab",masa jadi presiden gagah rasa bangga bilang misi menteri misi presiden menteri wakil presiden laksana tugas eh menteri masalah santai beban jawab
ofc Tuhan Yesus punya cara terbaik🔥🔥,ofc tuhan yesus punya cara baik
@mannswadesh,
😢😢😢😢😢,
#justicefortomlembong,
Pemilu tahun depan aman. Pak tom bener bener kehadiran anda di perhitungkan di kancah politik negeri ini.,pilih umum tahun aman pak tom benar benar hadir hitung kancah politik negeri
💔🇮🇩,
Bahkan 'hukum' mengkhianati hukum itu sendiri 🥀,hukum khianat hukum
Apakah keadilan sdh mati? 🥀#justicefortomlembong,adil mati
Ini ditangkap cuma karena alasannya berpihak ke Anies doang kah?,tangkap alas pihak anies doang kah
💔😢,
@jokowi EH WI LOE GATAU DIRI YA WI,eh wi tau iya wi
@rohmanafera pak Tom jujur jd pejabat tipikal pejabat Singapore bukan pejabat indog😂,pak tom jujur jadi jabat tipikal jabat singapura jabat indog
"Fotonya kaya poster film , apalgi liat ekspresi pak anies",foto kayak poster film lihat ekspresi pak anies
😢,
"gusti ora sare pak tom lembong, ingat kasus ahok 🙏🏻 yang tabah pak",gusti tidur pak tom lembong ingat kasus ahok tabah pak
Salfok foto slide 1. Kira kira fotografernya teriak apaya sampe kompak hadap atas semua,salah fokus foto slide kira kira fotografer teriak apaya kompak hadap atas
Dari lubuk hati yg paling dalam...sy yakin beliau ga bersalah 😢😢😢 Tuhan ga prnh tidur ko pakk....Sabar ya pak tom @tomlembong ❤️❤️,lubuk hati dalamsy yakin beliau salah tuhan tidur pakksabar iya pak tom
😢😢😢😢,
"Miris, masa cuma 4 taun doang. Seharus nya 50 taun itu, Dmana keadilan hukum Indonesia",miris masa tahun doang tahun adil hukum indonesia
🙌🙌❤️❤️,
Harusnya tambah 10 thn lagi😂,tambah tahun
"@ridzki iya, habistu lanjut periode ke 2😜",iya habistu lanjut periode
@diyonmandiri 🔥🔥🔥,
Semoga sehat selalu pak Tom,moga sehat pak tom
😂😂😂😂 MASIH ADA HAL YG BSA MENYELAMATKAN BELIAU ..PERGI KE OSLO DAN JADI JEMAAT MULJOISME,selamat beliau pergi oslo jadi jemaat muljoisme
"Gils, hukum di sini bisa dibooking gitu, ye. Mafia dilindungi, orang bersih diadili. Ancur udah ancur 🥱",gila hukum dibooking iya mafia lindung orang bersih adil hancur hancur
"Gusti hante sare, Gusti ningal sadayana, Gusti apal, Gusti gaduh sagala, Gusti ges nyiapken balesna....",gusti hante tidur gusti ningal sadayana gusti hafal gusti gaduh gusti gas nyiapken balesna
"Pak @tomlembong Banyak yg SAYANG sm bapak! dan MASIH support Bapak! Sedih sesek kami pak 🥺😭 kami tapi justru makin membara semangat mencari keadilan⚖🔥 Langkah selanjutnya, apakah banding atau apapun, kita SUPPORT!!🤝🇮🇩🇮🇩 demi keadilan negara hukum. Hukum bisa diakses semua orang!!! Bukan dipermainkan OLIGARKI🤢 mual saya lihat hukum begitu. Demi pak Tom, demi rakyat, demi Indonesia.. Hasbunallah wanimal wakiil🤲🇮🇩🔥",pak sayang bapak support bapak sedih sesak pak bara semangat cari adil langkah lanjut banding support adil negara hukum hukum akses orang main oligarki mual lihat hukum pak tom rakyat indonesia hasbunallah wanimal wakiil
